,title,published,date,author_corresponding_institution,journal,citation_count
224,Glutathione And Thioredoxin Systems Of The Malaria Parasite Plasmodium falciparum: Partners In Crime?,10.1016/j.bbrc.2017.05.015,2017-04-18,Tata Institute of Fundamental Research,['Biochemical and Biophysical Research Communications'],3
225,Ubiquitin and ATP-dependent unfoldase activity of P97/VCP·NPLOC4·UFD1L1 is enhanced by a mutation that causes multisystem proteinopathy,10.1073/pnas.1706205114,2017-04-21,California Institute of Technology,['Proc Natl Acad Sci USA'],52
226,Disabling Cas9 by an anti-CRISPR DNA mimic,10.1126/sciadv.1701620,2017-04-22,"University of California, Berkeley",['Sci. Adv.'],129
227,Disabling Cas9 by an anti-CRISPR DNA mimic,10.1126/sciadv.1701620,2017-04-23,"University of California, Berkeley",['Sci. Adv.'],129
229,Unexpected sequences and structures of mtDNA required for efficient transcription from the first heavy-strand promoter,10.7554/eLife.27283,2017-04-24,The Pennsylvania State University,[],14
230,Chimeric 14-3-3 Proteins For Unravelling Interactions With Intrinsically Disordered Partners,10.1038/s41598-017-12214-9,2017-04-24,"A.N. Bach Institute of Biochemistry, Federal Research Center of Biotechnology of the RAS",['Sci Rep'],7
231,The Yeast Mig1 Transcriptional Repressor Is Dephosphorylated By Glucose-Dependent And Independent Mechanisms,10.1093/femsle/fnx133,2017-04-25,University of York,[],13
232,A Dry Method For Preserving Tear Samples,10.1089/bio.2016.0117,2017-04-26,Beijing Normal University,['Biopreservation and Biobanking'],3
233,Alternative cleavage of a bone morphogenetic protein (BMP) produces ligands with distinct developmental functions and receptor preference,10.1074/jbc.M117.793513,2017-04-26,Brown University,['J. Biol. Chem.'],9
234,Global analysis of plasma lipids identifies liver-derived acyl-carnitines as a fuel source for brown fat thermogenesis,10.1016/j.cmet.2017.08.006,2017-04-28,University of Utah School of Medicine,['Cell Metabolism'],51
235,Structure Of The Cpf1 Endonuclease R-Loop Complex After Target DNA Cleavage,10.1038/nature22398,2017-04-29,"Protein Struct. & Funct. Programme, Macromolec. Crystallography Grp., Novo Nordisk Found.",['Nature'],59
236,Nucleotide-Driven Triple-State Remodeling Of The AAA-ATPase Channel In The Activated Human 26S Proteasome,10.1038/s41467-018-03785-w,2017-05-01,Dana-Farber Cancer Institute,['Nat Commun'],17
237,Stable Membrane Topologies Of Small Dual-Topology Membrane Proteins,10.1073/pnas.1706905114,2017-05-02,Stockholm University,['Proc Natl Acad Sci USA'],12
238,MmpL3 is the flippase for mycolic acids in mycobacteria,10.1073/pnas.1700062114,2017-05-03,National University of Singapore,['Proc Natl Acad Sci USA'],60
241,Quantitative Protein Topography Measurements By High Resolution Hydroxyl Radical Protein Footprinting Enable Accurate Molecular Model Selection,10.1038/s41598-017-04689-3,2017-05-11,"Department of BioMolecular Sciences, School of Pharmacy, University of Mississippi",['Sci Rep'],28
244,Covalent Protein Labeling By SpyTag-SpyCatcher In Fixed Cells For Super-Resolution Microscopy,10.1002/cbic.201700177,2017-05-14,"University of California, San Francisco",['ChemBioChem'],15
246,A thermostable Cas9 with increased lifetime in human plasma,10.1038/s41467-017-01408-4,2017-05-16,"University of California, Berkeley",['Nat Commun'],41
247,Mechanistic Insights Into The Active Site And Allosteric Communication Pathways In Human Nonmuscle Myosin-2C,10.7554/eLife.32742,2017-05-17,Hannover Medical School,[],8
249,Oligomeric States In Sodium Ion-Dependent Regulation Of Cyanobacterial Histidine Kinase-2,10.1007/s00709-017-1196-7,2017-05-19,University College London,['Protoplasma'],2
251,Translational Repression Of The Drosophila nanos mRNA Involves The RNA Helicase Belle And RNA Coating By Me31B And Trailer hitch,10.1261/rna.062208.117,2017-05-24,Martin Luther University Halle-Wittenberg,['RNA'],25
252,Mutations In Disordered Regions Cause Disease By Creating Endocytosis Motifs,10.1016/j.cell.2018.08.019,2017-05-24,MDC Berlin,['Cell'],24
253,Potential Mechanisms Linking SIRT Activity And Hypoxic 2-Hydroxyglutarate Generation: No Role For Direct Enzyme (De)acetylation,10.1042/BCJ20170389,2017-05-24,University of Rochester Medical Center,[],6
254,Swapping Of Transmembrane Domains In The Epithelial Calcium Channel TRPV6,10.1038/s41598-017-10993-9,2017-05-24,"Department of Biochemistry and Molecular Biophysics, Columbia University",['Sci Rep'],21
255,Characterizing The Structure-Function Relationship Of A Naturally-Occurring RNA Thermometer,10.1021/acs.biochem.7b01170,2017-05-25,Northwestern University,['Biochemistry'],7
257,Recombinant expression in E. coli of human FGFR2 with its transmembrane and extracellular domains,10.7717/peerj.3512,2017-05-25,University of Hawaii,[],1
259,Deep transcriptome annotation suggests that small and large proteins encoded in the same genes often cooperate,10.7554/elife.27860,2017-05-27,University of Sherbrooke,[],21
260,Biochemical Adaptations Of The Retina And Retinal Pigment Epithelium Support A Metabolic Ecosystem In The Vertebrate Eye,10.7554/eLife.28899,2017-05-29,University of Washington,[],53
261,Theory On The Rate Equation Of Michaelis-Menten Type Single-Substrate Enzyme Catalyzed Reactions,10.1007/s10910-017-0791-3,2017-05-29,Indian Institute of Technology Madras,['J Math Chem'],2
262,The Dense-Core Vesicle Maturation Protein CCCP-1 Binds RAB-2 and Membranes through its C-terminal Domain,10.1111/tra.12507,2017-05-29,University of Washington,['Traffic'],7
263,Molecular Basis For The Specific And Multivariate Recognitions Of RNA Substrates By Human hnRNPA2/B1,10.1038/s41467-017-02770-z,2017-06-01,Fudan University,['Nat Commun'],38
264,Genetically modified human type II collagen for N- and C-terminal covalent tagging,10.1139/cjc-2017-0335,2017-06-01,Simon Fraser University,['Can. J. Chem.'],0
265,Structural Basis For The Specific Recognition Of DSR By The YTH Domain Containing Protein Mmi1,10.1016/j.bbrc.2017.07.104,2017-06-02,Fudan University,['Biochemical and Biophysical Research Communications'],9
268,Mcm10 functions to isomerize CMG-DNA for replisome bypass of DNA blocks,10.7554/eLife.29118,2017-06-06,"Howard Hughes Medical Institute, Rockefeller University",[],34
269,Molecular chaperones inject energy from ATP hydrolysis into the non-equilibrium stabilisation of native proteins,10.1038/s41589-018-0013-8,2017-06-07,Ecole Polytechnique Federale de Lausanne,['Nat Chem Biol'],25
270,Post-Transcriptional Control of Coenzyme Q Biosynthesis Revealed by Transomic Analysis of the RNA-Binding Protein Puf3p,10.1016/j.cels.2017.11.012,2017-06-07,Morgridge Institute for Research,['Cell Systems'],19
271,Homology-based hydrogen bond information improves crystallographic structures in the PDB,10.1002/pro.3353,2017-06-07,"Department of Biochemistry, Netherlands Cancer Institute",['Protein Science'],11
272,Discovery of BAZ2A Bromodomain Ligands,10.1016/j.ejmech.2017.08.028,2017-06-07,Universitaet Zuerich,['European Journal of Medicinal Chemistry'],13
273,A Chiral Selectivity Relaxed Paralog Of DTD For Proofreading tRNA Mischarging In Animalia,10.1038/s41467-017-02204-w,2017-06-08,CCMB,['Nat Commun'],11
275,Saccharomyces cerevisiae as a platform for assessing sphingolipid kinase inhibitors,10.1371/journal.pone.0192179,2017-06-11,University of Virginia,['PLoS ONE'],2
276,The Ras-like GTPase Rem2 is a potent endogenous inhibitor of calcium/calmodulin-dependent kinase II activity,10.1074/jbc.RA118.003560,2017-06-12,Brandeis University,['J. Biol. Chem.'],4
277,Cooperative Binding Mitigates the High-Dose HookEffect,10.1186/s12918-017-0447-8,2017-06-12,"Centre for Integrative Physiology, University of Edinburgh, United Kingdom",['BMC Syst Biol'],11
278,Intrinsically disordered regions contribute promiscuous interactions to RNP granule assembly,10.1016/j.celrep.2018.01.036,2017-06-13,University of Colorado Boulder; Howard Hughes Medical Institute,['Cell Reports'],84
279,Conserved lipid and small molecule modulation of COQ8 reveals regulation of the ancient UbiB family,10.1016/j.chembiol.2017.11.001,2017-06-13,Morgridge Institute for Research,['Cell Chemical Biology'],20
280,Underwater hyperspectral classification of deep sea corals exposed to a toxic compound,10.1371/journal.pone.0209960,2017-06-14,Ecotone AS,['PLoS ONE'],3
282,Producing Hfq/Sm Proteins and sRNAs for Structural and Biophysical Studies of Ribonucleoprotein Assembly,10.1007/978-1-4939-7634-8_16,2017-06-16,University of Virginia,[],1
283,Platform for rapid nanobody discovery in vitro,10.1038/s41594-018-0028-6,2017-06-16,Harvard Medical School,['Nat Struct Mol Biol'],73
284,The Neuron Specific Formin Delphilin Nucleates Actin Filaments but Does Not Enhance Elongation,10.1091/mbc.E17-06-0363,2017-06-16,UCLA,['MBoC'],3
285,High Performance Virtual Screening by Targeting a High-resolution RNA Dynamic Ensemble,10.1038/s41594-018-0062-4,2017-06-18,Duke University School of Medicine,['Nat Struct Mol Biol'],20
286,IMPDH polymers accommodate both catalytically active and inactive conformations,10.1091/mbc.E17-04-0263,2017-06-19,Fox Chase Cancer Center,['MBoC'],22
287,t-Darpp is an elongated monomer that binds to calcium and is phosphorylated by cyclin-dependent kinases 1 and 5,10.1002/2211-5463.12269,2017-06-19,California State University Los Angeles,['FEBS Open Bio'],4
289,A high-throughput assay to identify robust inhibitors of dynamin GTPase activity,10.1371/journal.pone.0185639,2017-06-21,UT Southwestern Medical Center,['PLoS ONE'],2
290,Homology-based hydrogen bond information improves crystallographic structures in the PDB,10.1002/pro.3353,2017-06-21,"Department of Biochemistry, Netherlands Cancer Institute",['Protein Science'],11
292,Second-generation method for analysis of chromatin binding using formaldehyde crosslinking kinetics,10.1074/jbc.M117.796441,2017-06-21,University of Virginia Health System,['J. Biol. Chem.'],5
293,Live-cell mapping of organelle-associated RNAs via proximity biotinylation combined with protein-RNA crosslinking,10.7554/eLife.29224,2017-06-21,Stanford University,[],45
294,Slowing ageing using drug synergy in C. elegans,10.1016/j.devcel.2018.09.001,2017-06-21,"Science Divisions, Yale-NUS College, Singapore and Dept. of Biochemistry, YLL SOM, NUS",['Developmental Cell'],14
296,Mechanism-based sirtuin enzyme activation,10.1371/journal.pone.0194175,2017-06-22,"Division of Fundamental Research, PMC Advanced Technology",['PLoS ONE'],1
297,Structure and misfolding of the flexible tripartite coiled coil domain of glaucoma-associated myocilin,10.1016/j.str.2017.09.008,2017-06-23,Georgia Institute of Technology,['Structure'],7
298,A model-free method for measuring dimerization free energies of CLC-ec1 in lipid bilayers,10.1085/jgp.201711893,2017-06-23,The University of Iowa,[],4
299,The structural basis for regulation of the nucleo-cytoplasmic distribution of Bag6 by TRC35,10.1073/pnas.1702940114,2017-06-23,Caltech,['Proc Natl Acad Sci USA'],5
300,Slowing ageing using drug synergy in C. elegans,10.1016/j.devcel.2018.09.001,2017-06-23,"Science Divisions, Yale-NUS College, Singapore and Dept. of Biochemistry, YLL SOM, NUS",['Developmental Cell'],14
301,Computational Investigation of O2 Diffusion Through an Intra-molecular Tunnel in AlkB; Influence of Polarization on O2 Transport,10.1039/C7SC00997F,2017-06-23,University of North Texas,['Chem. Sci.'],11
302,Type III CRISPR-Cas systems generate cyclic oligoadenylate second messengers to activate Csm6 RNases,10.1038/nature23467,2017-06-23,University of Zurich,['Nature'],112
303,Tolloid cleavage activates latent GDF8 by priming the pro-complex for dissociation,10.15252/embj.201797931,2017-06-23,Boston Children's Hospital and Harvard Medical School,['EMBO J'],9
304,Structure of the human pro-myostatin precursor and determinants of growth factor latency,10.15252/embj.201797883,2017-06-23,University of Cambridge,['EMBO J'],14
305,Multi-omic mitoprotease profiling defines a role for Oct1p in coenzyme Q production,10.1016/j.molcel.2017.11.023,2017-06-24,Morgridge Institute for Research,['Molecular Cell'],15
306,Buffering Agent Induced Lactose Content Increases via Growth Hormone-Mediated Activation of Gluconeogenesis in Lactating Goats,10.33549/physiolres.933715,2017-06-25,Nanjing Agricultural University,['Physiol Res'],2
307,Molecular characterization of latent GDF8 reveals mechanisms of activation,10.1073/pnas.1714622115,2017-06-26,University of Cincinnati,['Proc Natl Acad Sci USA'],10
308,"Systems-Level Annotation of Metabolomics Data Reduces 25,000 Features to Fewer than 1,000 Unique Metabolites",10.1021/acs.analchem.7b02380,2017-06-26,Washington University,['Anal. Chem.'],89
309,Allosteric Logic of the V. vulnificus Adenine Riboswitch Resolved by Four-dimensional Chemical Mapping,10.7554/eLife.29602,2017-06-29,Stanford University,[],4
310,A mannitol/sorbitol receptor stimulates dietary intake in Tribolium castaneum,10.1371/journal.pone.0186420,2017-06-29,Tokyo University of Agriculture and Technology,['PLoS ONE'],11
312,Computational Investigation of O2 Diffusion Through an Intra-molecular Tunnel in AlkB; Influence of Polarization on O2 Transport,10.1039/C7SC00997F,2017-06-30,University of North Texas,['Chem. Sci.'],11
313,Mass spectrometry based qualification ofantibodies for plasma proteomics.,10.1038/s41598-019-43552-5,2017-06-30,"Affinity Proteomics, Science for Life Laboratory, KTH - Royal Institute of Technology",['Sci Rep'],6
315,"MS Western, a method of multiplexed absolute protein quantification is a practical alternative to western blotting",10.1074/mcp.O117.067082,2017-07-03,"Max Planck Institute of Molecular Cell Biology and Genetics, Dresden, Germany",['Mol Cell Proteomics'],5
316,Biochemical characterization and essentiality of Plasmodium fumarate hydratase,10.1074/jbc.m117.816298,2017-07-03,Jawaharlal Nehru Centre for Advanced Scientific Research,['J. Biol. Chem.'],2
318,CRISPR/Cas9-APEX-mediated proximity labeling enables discovery of proteins associated with a predefined genomic locus in living cells,10.1038/s41592-018-0007-1,2017-07-04,Broad Institute of MIT and Harvard,['Nat Methods'],38
320,Enhanced proofreading governs CRISPR-Cas9 targeting accuracy,10.1038/nature24268,2017-07-06,UC Berkeley/HHMI,['Nature'],329
321,Association of Vancomycin with Lipid Vesicles,10.5599/admet.5.3.400,2017-07-07,University of Macau,['ADMET DMPK'],0
323,Overcoming insecticide resistance through computational inhibitor design,10.1073/pnas.1909130116,2017-07-10,Australian National University,['Proc Natl Acad Sci USA'],2
324,Bending of the BST-2 coiled-coil during viral budding,10.1002/prot.25362,2017-07-11,James Madison Univeristy,['Proteins'],3
