,title,published
368,"Energy Barriers, Molecular Motions, and Residence Time in Ligand Dissociation: A Computational Study on Type II Inhibitors Binding to CDK8/CycC",10.1021/acs.jctc.9b01153
369,A molecular dynamics investigation of CDK8/CycC and ligand binding: conformational flexibility and implication in drug discovery,10.1007/s10822-018-0120-3
370,Single-molecule force spectroscopy of protein-membrane interactions,10.7554/eLife.30493
372,Polymodal Allosteric Regulation of Type 1 Serine/Threonine Kinase Receptors via a Conserved Electrostatic Lock,10.1371/journal.pcbi.1005711
375,Single-molecule assay for proteolytic susceptibility using centrifuge force microscopy: force-induced destabilization of collagen's triple helix,10.1016/j.bpj.2017.12.006
378,"Symmetric, explicit numerical integrator for molecular dynamics equations of motion with a generalized friction",10.1063/1.5012871
379,Spot-On: robust model-based analysis of single-particle tracking experiments,10.7554/eLife.33125
380,Compartmental and spatial rule-based modeling with Virtual Cell (VCell),10.1016/j.bpj.2017.08.022
381,Detailed Analyses Of Stall Force Generation In Mycoplasma mobile Gliding,10.1016/j.bpj.2018.01.029
383,How Fast Fast-Folding Proteins Fold in Silico,10.1016/j.bbrc.2017.08.010
384,Liver physiological T1rho dynamics associated with age and gender,10.1177/2472630317747198
385,Structural Basis of Mitochondrial Receptor Binding and GTP Driven Conformational Constriction by Dynamin-Related Protein 1,10.1038/s41586-018-0211-2
386,A Liquid Chromatography-Mass Spectrometry Method For Screening Disulfide Tethering Fragments,10.1177/2472555217732072
387,De Novo Prediction of Human Chromosome Structures: Epigenetic Marking Patterns Encode Genome Architecture,10.1073/pnas.1714980114
388,Structural Basis of Mitochondrial Receptor Binding and GTP Driven Conformational Constriction by Dynamin-Related Protein 1,10.1038/s41586-018-0211-2
389,"Fast, robust and precise 3D localization for arbitrary point spread functions",10.1038/nmeth.4661
390,Tau directs intracellular trafficking by regulating the forces exerted by kinesin and dynein teams,10.1111/tra.12537
391,Energetics and Conformational Pathways of Functional Rotation in the Multidrug Transporter AcrB,10.7554/eLife.31715
392,A structural and kinetic link between membrane association and amyloid fibril formation of α-Synuclein,10.1038/s42003-018-0049-z
393,Autocatalytic microtubule nucleation determines the size and mass of spindles,10.7554/eLife.31149
394,A catch-bond drives stator mechanosensitivity in the Bacterial Flagellar Motor,10.1073/pnas.1716002114
395,"Fast, robust and precise 3D localization for arbitrary point spread functions",10.1038/nmeth.4661
396,Gpufit: An open-source toolkit for GPU-accelerated curve fitting,10.1038/s41598-017-15313-9
397,Cell growth rate dictates the onset of glass to fluid-like transition and long time super-diffusion in an evolving cell colony,10.1103/PhysRevX.8.021025
398,Single-molecule assay for proteolytic susceptibility using centrifuge force microscopy:force-induced destabilization of collagen‘s triple helix,10.1016/j.bpj.2017.12.006
399,How Fast Fast-Folding Proteins Fold in Silico,10.1016/j.bbrc.2017.08.010
400,Cooperative mechanosensitivity and allostery of focal adhesion clusters,10.1088/1478-3975/aa953d
401,A scheme for 3-dimensional morphological reconstruction and force inference in the early C. elegans embryo,10.1371/journal.pone.0199151
403,3D Single-Molecule Super-Resolution Microscopy With A Tilted Light Sheet,10.1038/s41467-017-02563-4
404,"Small Molecules Attenuate the Interplay between Conformational Fluctuations, Early Oligomerization and Amyloidosis of Alpha Synuclein",10.1038/s41598-018-23718-3
405,Sequence-dependent nucleosome sliding in rotation-coupled and uncoupled modes revealed by molecular simulations,10.1371/journal.pcbi.1005880
406,Pivot-and-bond model explains microtubule bundle formation,10.1103/PhysRevE.100.012403
408,"The Effects Of Oncogenic G12D Mutation On K-Ras Structure, Conformation And Dynamics",10.1038/s41598-019-48029-z
410,Pivot-and-bond model explains microtubule bundle formation,10.1103/PhysRevE.100.012403
411,Dynamic clustering of dynamin-amphiphysin rings regulates membrane constriction and fission coupled with GTP hydrolysis,10.7554/eLife.30246
412,PDB-NMA of a Protein Homodimer Reproduces Distinct Experimental Motility Asymmetry,10.1088/1478-3975/aaa277
413,IVIM parameters have good scan-rescan reproducibility when evidential motion contaminated and poorly fitted image data are removed,10.1177/0284185118756949
414,Spot-On: robust model-based analysis of single-particle tracking experiments,10.7554/eLife.33125
415,Microscopic Dissipative Structuring at the Origin of Life,10.1016/j.heliyon.2017.e00424
417,Response-Time Behaviors Of Intercellular Communication Network Motifs,10.1016/j.cels.2018.01.016
418,The theoretical molecular weight of NaYF4:RE upconversion nanoparticles,10.1038/s41598-018-19415-w
419,The theoretical molecular weight of NaYF4:RE upconversion nanoparticles,10.1038/s41598-018-19415-w
420,48-spot single-molecule FRET setup with periodic acceptor excitation,10.1063/1.5000742
421,Binding Thermodynamics and Kinetics Calculations Using Chemical Host and Guest: A Comprehensive Picture of Molecular Recognition,10.1021/acs.jctc.7b00899
422,eIF4A is stimulated by the pre-initiation complex and enhances recruitment of mRNAs regardless of structural complexity,10.7554/elife.31476
423,DNA sequence encodes the position of DNA supercoils,10.7554/elife.36557
424,Motor reattachment kinetics play a dominant role in multimotor-driven cargo transport,10.1016/j.bpj.2017.11.016
425,Modeling the Mechanism of CLN025Beta-Hairpin Formation,10.1063/1.4993207
428,"A ""Tug of War"" maintains a dynamic protein-membrane complex: MD simulations of C-Raf RBD-CRD bound to K-Ras4B at an anionic membrane",10.1021/acscentsci.7b00593
434,"A ""Tug of War"" maintains a dynamic protein-membrane complex: MD simulations of C-Raf RBD-CRD bound to K-Ras4B at an anionic membrane",10.1021/acscentsci.7b00593
435,Water-mediated interactions enable smooth substrate transport in a bacterial efflux pump,10.1016/j.bbagen.2018.01.010
437,Single-cell analysis of early antiviral gene expression reveals a determinant of stochastic IFNB1 expression,10.1039/c7ib00146k
438,Structure-kinetic-thermodynamic relationships for peptide secondary structure formation identified from transition network properties,10.1063/1.5025125
439,Layered structure and complex mechanochemistry of a strong bacterial adhesive,10.1128/mbio.02359-17
440,Evidence of sinks and sources in the PLC activated PIP2 cycle,10.1002/1873-3468.12998
441,Parsing the roles of neck-linker docking and tethered head diffusion in the stepping dynamics of kinesin,10.1073/pnas.1706014114
442,Temporally-Feathered Intensity Modulated Radiation Therapy: A technique to reduce normal tissue toxicity,10.1002/mp.12988
444,Sporosarcina pasteurii can form nanoscale crystals on cell surface,10.1371/journal.pone.0210339
445,The theoretical molecular weight of NaYF4:RE upconversion nanoparticles,10.1038/s41598-018-19415-w
446,G-quadruplex secondary structure from circular dichroism spectroscopy,10.1002/anie.201709184
447,Both Lipopolysaccharide And Lipoteichoic Acids Potently Induce Anomalous Fibrin Amyloid Formation: Assessment With Novel Amytracker&trade; Stains,10.1098/rsif.2017.0941
448,Shaping Epigenetic Memory via Genomic Bookmarking,10.1093/nar/gkx1200
449,Rescue of Conformational Dynamics in Enzyme Catalysis by Directed Evolution,10.1038/s41467-018-03562-9
450,Hemodynamic forces can be accurately measured in vivo with optical tweezers,10.1091/mbc.E17-06-0382
451,Cryo-EM structure of the bacterial actin AlfA reveals unique assembly and ATP-binding interactions and the absence of a conserved subdomain,10.1073/pnas.1715836115
452,The theoretical molecular weight of NaYF4:RE upconversion nanoparticles,10.1038/s41598-018-19415-w
453,The lamellipodium is a myosin independent mechanosensor,10.1073/pnas.1715869115
455,Multiplane and Spectrally-Resolved Single Molecule Localization Microscopy with Industrial Grade CMOS Cameras,10.1038/s41598-018-19981-z
456,Real-time fluorescence and deformability cytometry - flow cytometry goes mechanics,10.1038/nmeth.4639
457,Gpufit: An open-source toolkit for GPU-accelerated curve fitting,10.1038/s41598-017-15313-9
461,Anoctamin 9/TMEM16J is a Cation Channel Activated by cAMP/PKA Signal,10.1016/j.ceca.2017.12.003
462,Endogenous α-SYN protein analysis on human brain tissues using single-molecule pull-down assay,10.1021/acs.analchem.7b04335
463,Characterizing highly dynamic conformational states: the transcription bubble in RNAP-promoter open complex as an example,10.1063/1.5004606
465,Single-molecule DNA unzipping reveals asymmetric modulation of the transcription factor Egr-1 by its binding site sequence and context,10.1093/nar/gkx1252
466,Spatial cytoskeleton organization supports targeted intracellular transport,10.1016/j.bpj.2018.01.042
467,Real-time observation of flexible domain movements in Cas9,10.15252/embj.201796941
469,Dynamic and Depth Dependent Nanomechanical Properties of Dorsal Ruffles in Live Cells and Biopolymeric Hydrogels,10.1166/jnn.2018.14219
471,Lipid-protein interactions are unique fingerprints for membrane proteins,10.1021/acscentsci.8b00143
472,Single-molecule diffusometry reveals the nucleotide-dependent oligomerization pathways of Nicotiana tabacum Rubisco activase,10.1063/1.5005930
473,Phasor based single-molecule localization microscopy in 3D (pSMLM-3D): an algorithm for MHz localization rates using standard CPUs,10.1063/1.5005899
474,Structure-kinetic-thermodynamic relationships for peptide secondary structure formation identified from transition network properties,10.1063/1.5025125
475,Transfer Learning from Markov models leads to efficient sampling of related systems,10.1021/acs.jpcb.7b06896
476,Shaping Epigenetic Memory via Genomic Bookmarking,10.1093/nar/gkx1200
477,Mechanisms of improved specificity of engineered Cas9s revealed by single molecule analysis,10.1038/s41594-018-0051-7
480,Interphase Human Chromosome Exhibits Out of Equilibrium Glassy Dynamics,10.1038/s41467-018-05606-6
486,The mechano-chemistry of reverse transcriptase,10.1093/nar/gkx1168
487,"Comprehensive, high-resolution binding energy landscapes reveal context dependencies of transcription factor binding",10.1073/pnas.1715888115
488,Internal Protein Motions in Molecular Dynamics Simulations of Bragg and Diffuse X-ray Scattering,10.1107/S2052252518000519
489,GLP-1 receptor agonist ameliorates obesity-induced chronic kidney injury via restoring renal lipid and energy metabolism homeostasis: revealed by metabolomics,10.1371/journal.pone.0193473
491,The role of traction in membrane curvature generation,10.1091/mbc.e18-02-0087
492,Insights into cerebral haemodynamics and oxygenation utilising in vivo mural cell imaging and mathematical modelling,10.1038/s41598-017-19086-z
493,Accessibility of the Shine-Dalgarno sequence dictates N-terminal codon bias in E. coli,10.1016/j.molcel.2018.05.008
494,Sinusoidal Voltage Protocols For Rapid Characterization Of Ion Channel Kinetics,10.1113/JP275733
495,Evaluation of MRI sequences for quantitative T1 brain mapping,10.1088/1742-6596/931/1/012038
496,Nucleation of multiple buckled structures in intertwined DNA double helices,10.1103/PhysRevLett.119.188103
497,Accessibility of the Shine-Dalgarno sequence dictates N-terminal codon bias in E. coli,10.1016/j.molcel.2018.05.008
498,Motor reattachment kinetics play a dominant role in multimotor-driven cargo transport,10.1016/j.bpj.2017.11.016
499,A simple and powerful analysis of lateral subdiffusion using single particle tracking,10.1016/j.bpj.2017.09.017
500,Mechanics and buckling of biopolymeric shells and cell nuclei,10.1016/j.bpj.2017.08.034
501,Chromatin Organization by an Interplay of Loop Extrusion and Compartmental Segregation,10.1073/pnas.1717730115
502,Getting in shape and swimming: the role of cortical forces and membrane heterogeneity in eukaryotic cells,10.1007/s00285-018-1223-0
503,NDC80 clustering modulates microtubule dynamics under force,10.7554/eLife.36764
506,Formation Of Dominant Mode By Evolution In Biological Systems,10.1103/PhysRevE.97.042410
507,Pausing controls branching between productive and non-productive pathways during initial transcription,10.1038/s41467-018-03902-9
508,Tau directs intracellular trafficking by regulating the forces exerted by kinesin and dynein teams,10.1111/tra.12537
509,Revealing intricate acto-myosin dynamics at a membrane surface using interferometric scattering microscopy,10.1016/j.bpj.2020.02.025
510,A spontaneously blinking fluorescent protein for simple single laser super-resolution live cell imaging,10.1021/acschembio.8b00200
511,Investigating low-velocity fluid flow in tumours using convection-MRI,10.1158/0008-5472.CAN-17-1546
513,"How epigenome drives chromatin folding and dynamics, insights from efficient coarse-grained models of chromosomes",10.1371/journal.pcbi.1006159
514,Impact of domain knowledge on blinded predictions of binding energies by alchemical free energy calculations,10.1007/s10822-017-0083-9
515,"Simple nanofluidic devices for high-throughput, non-equilibrium studies at the single-molecule level",10.1039/C8LC01175C
518,Continuous interdomain orientation distributions reveal components of binding thermodynamics,10.1016/j.jmb.2018.06.022
519,A simple and powerful analysis of lateral subdiffusion using single particle tracking,10.1016/j.bpj.2017.09.017
520,Insights into cerebral haemodynamics and oxygenation utilising in vivo mural cell imaging and mathematical modelling,10.1038/s41598-017-19086-z
