,title,published,date,author_corresponding_institution,journal,citation_count
239,The AWSEM-Amylometer: Predicting Amyloid Propensity And Fibril Topology Using An Optimized Folding Landscape Model,10.1021/acschemneuro.7b00436,2017-05-17,Rice University,['ACS Chem. Neurosci.'],4
240,A Liquid Chromatography-Mass Spectrometry Method For Screening Disulfide Tethering Fragments,10.1177/2472555217732072,2017-05-17,"Department of Pharmaceutical Chemistry, University of California",['SLAS DISCOVERY: Advancing the Science of Drug Discovery'],3
241,A Combined Use Of Intravoxel Incoherent Motion MRI Parameters Can Differentiate Early Stage Hepatitis-B Fibrotic Livers From Healthy Livers,10.1177/2472630317717049,2017-05-17,The Chinese University of Hong Kong,['SLAS TECHNOLOGY: Translating Life Sciences Innovation'],5
243,Cryo-EM Of A Marseilleviridae Virus Particle Reveals A Large Internal Microassembly,10.1016/j.virol.2018.01.021,2017-05-17,Uppsala University,['Virology'],9
244,Control Of AMPA Receptor Activity By The Extracellular Loops Of Auxiliary Proteins,10.7554/eLife.28680,2017-05-19,FMP-Berlin,[],13
245,Cooperative Accumulation Of Dynein-Dynactin At Microtubule Minus-Ends Drives Microtubule Network Reorganization,10.1016/j.devcel.2017.12.023,2017-05-19,University of California - Davis,['Developmental Cell'],18
246,Control Of AMPA Receptor Activity By The Extracellular Loops Of Auxiliary Proteins,10.7554/eLife.28680,2017-05-21,FMP-Berlin,[],13
247,Label-free high-resolution 3-D imaging of gold nanoparticles inside live cells using optical diffraction tomography,10.1016/j.ymeth.2017.07.008,2017-05-22,KAIST,['Methods'],6
248,"Molecular Dynamics Simulations Of Membrane Deformation Induced By The Amphiphilic Helices Of Epsin, Sar1p And Arf1",10.1088/1674-1056/27/3/038703,2017-05-23,Case Western Reserve Univeristy,['Chinese Phys. B'],2
249,"Disruption Of Ankyrin B And Caveolin-1 Interaction Sites Alters Na+,K+-ATPase Lateral Diffusion In HEK293 Cell Plasma Membranes",10.1016/j.bpj.2017.08.053,2017-05-23,Technical University of Berlin,['Biophysical Journal'],0
251,Filament Rigidity And Connectivity Tune The Deformation Modes Of Active Biopolymer Networks,10.1073/pnas.1708625114,2017-05-24,University of Chicago,['Proc Natl Acad Sci USA'],22
252,A kinetically-driven free exchange mechanism of EmrE antiport sacrifices coupling efficiency in favor of promiscuity,10.1073/pnas.1708671114,2017-05-24,University of Wisconsin - Madison,['Proc Natl Acad Sci USA'],14
253,Achieving Better Than 3 A Resolution By Single Particle Cryo-EM At 200 keV,10.1038/nmeth.4461,2017-05-25,The Scripps Research Institute,['Nat Methods'],70
254,Sequential Eviction Of Crowded Nucleoprotein Complexes By The RecBCD Molecular Motor,10.1073/pnas.1701368114,2017-05-25,Columbia University,['Proc Natl Acad Sci USA'],9
255,A Combined Use Of Intravoxel Incoherent Motion MRI Parameters Can Differentiate Early Stage Hepatitis-B Fibrotic Livers From Healthy Livers,10.1177/2472630317717049,2017-05-25,The Chinese University of Hong Kong,['SLAS TECHNOLOGY: Translating Life Sciences Innovation'],5
256,Filament Rigidity And Connectivity Tune The Deformation Modes Of Active Biopolymer Networks,10.1073/pnas.1708625114,2017-05-25,University of Chicago,['Proc Natl Acad Sci USA'],22
257,Detailed Analyses Of Stall Force Generation In Mycoplasma mobile Gliding,10.1016/j.bpj.2018.01.029,2017-05-25,Osaka City University,['Biophysical Journal'],8
258,Increasing the time resolution of single-molecule experiments with Bayesian inference,10.1016/j.bpj.2017.11.3741,2017-05-26,"Dept. of Chemistry, Columbia University",['Biophysical Journal'],3
261,Cell-Accurate Optical Mapping Across The Entire Developing Heart,10.7554/eLife.28307,2017-05-27,Morgridge Institute for Research,[],17
262,Both Lipopolysaccharide And Lipoteichoic Acids Potently Induce Anomalous Fibrin Amyloid Formation: Assessment With Novel Amytracker&trade; Stains,10.1098/rsif.2017.0941,2017-05-30,The University of Manchester,['J. R. Soc. Interface'],13
264,On The Use Of The Experimentally Determined Enzyme Inhibition Constant As A Measure Of Absolute Binding Affinity,10.1016/j.bbrc.2017.05.168,2017-05-31,Mayo Clinic,['Biochemical and Biophysical Research Communications'],8
265,Crowding-induced transcriptional bursts dictate nucleosome and polymerase density profiles along genes,10.1093/nar/gkx513,2017-06-01,"Department of Bionanoscience, Kavli Institute of Nanoscience,  Delft University of Technology",[],5
267,Mesoscopic Model For DNA G-Quadruplex Unfolding,10.1038/s41598-017-10849-2,2017-06-01,Universidad de Zaragoza,['Sci Rep'],6
268,Detection Of Human Disease Conditions By Single-Cell Morpho-Rheological Phenotyping Of Whole Blood,10.7554/elife.29213,2017-06-01,TU Dresden,[],33
269,Slow conformational exchange and overall rocking motion in ubiquitin protein crystals,10.1038/s41467-017-00165-8,2017-06-02,Institut de Biologie Structurale Grenoble,['Nat Commun'],29
270,Thermodynamic Projection Of The Antibody Interaction Network: The Fountain Energy Landscape Of Binding,10.12688/f1000research.12614.1,2017-06-02,Diagnosticum Zrt,['F1000Res'],1
272,Compartmental and spatial rule-based modeling with Virtual cell (VCell),10.1016/j.bpj.2017.08.022,2017-06-05,University of Connecticut School of Medicine,['Biophysical Journal'],19
274,Stochastic Protein Labeling Enables Long-Term Single Molecule Observation in vivo,10.1073/pnas.1713895115,2017-06-05,"Janelia Research Campus, Howard Hughes Medical Institute",['Proc Natl Acad Sci USA'],19
275,A Bayesian computational approach to explore the optimal duration of a cell proliferation assay,10.1007/s11538-017-0311-4,2017-06-08,Queensland University of Technology,['Bull Math Biol'],13
276,Measuring Protein Binding to Lipid Vesicles by Fluorescence Cross-Correlation Spectroscopy,10.1016/j.bpj.2017.06.023,2017-06-08,University of Halle,['Biophysical Journal'],8
277,Polarization effects and the calibration of a donut beam axial optical tweezers for single-molecule force spectroscopy,10.1371/journal.pone.0193402,2017-06-08,University of Toronto,['PLoS ONE'],1
280,Near-Atomic Resolution Structure Determination in Over-Focus with Volta Phase Plate by Cs-corrected Cryo-EM,10.1016/j.str.2017.08.008,2017-06-09,Tsinghua University,['Structure'],19
282,Challenges in estimating the motility parameters of single processive motor proteins,10.1016/j.bpj.2017.09.024,2017-06-09,B CUBE - TU Dresden,['Biophysical Journal'],9
284,A Bayesian computational approach to explore the optimal duration of a cell proliferation assay,10.1007/s11538-017-0311-4,2017-06-09,Queensland University of Technology,['Bull Math Biol'],13
285,Sperm chemotaxis is driven by the slope of the chemoattractant concentration field,10.7554/eLife.50532,2017-06-10,IBt/UNAM,[],0
286,Visualizing Long-Term Single-Molecule Dynamics in vivo by Stochastic Protein Labeling,10.1073/pnas.1713895115,2017-06-12,"Janelia Research Campus, Howard Hughes Medical Institute",['Proc Natl Acad Sci USA'],19
287,Predicting DNA Hybridization Kinetics from Sequence,10.1038/nchem.2877,2017-06-13,Rice University,['Nature Chem'],43
288,Structural-mechanical remodelling of GDP-microtubules by kinesin,10.1038/s41565-018-0084-4,2017-06-13,Warwick University,['Nature Nanotech'],19
289,eIF4A is stimulated by the pre-initiation complex and enhances recruitment of mRNAs regardless of structural complexity,10.7554/elife.31476,2017-06-13,National Institutes of Health,[],14
290,Pushing The Limits Of Detection Of Weak Binding Using Fragment Based Drug Discovery: Identification Of New Cyclophilin Binders,10.1016/j.jmb.2017.06.016,2017-06-15,University of Edinburgh,['Journal of Molecular Biology'],6
291,Hemodynamic forces can be accurately measured in vivo with optical tweezers,10.1091/mbc.E17-06-0382,2017-06-15,INSERM U1109,['MBoC'],8
292,Real-time detection of condensin-driven DNA compaction reveals a multistep binding mechanism,10.15252/embj.201797596,2017-06-15,EMBL Heidelberg,['EMBO J'],36
293,Triazavirine supramolecular complexes as modifiers of the peptide oligomeric structure,10.1080/07391102.2017.1367329,2017-06-15,Petersburg Nuclear Physics Institute of National Research Centre,['Journal of Biomolecular Structure and Dynamics'],1
294,Triazavirine supramolecular complexes as modifiers of the peptide oligomeric structure,10.1080/07391102.2017.1367329,2017-06-16,Petersburg Nuclear Physics Institute of National Research Centre,['Journal of Biomolecular Structure and Dynamics'],1
297,Impact of domain knowledge on blinded predictions of binding energies by alchemical free energy calculations,10.1007/s10822-017-0083-9,2017-06-16,University of Edinburgh,['J Comput Aided Mol Des'],7
298,Bridging the dynamics and organization of chromatin domains by mathematical modeling,10.1080/19491034.2017.1313937,2017-06-18,"Research Center for the Mathematics on Chromatin Live Dynamics, Hiroshima University",['Nucleus'],3
299,Partitioning and Enhanced Self-Assembly of Actin in Polypeptide Coacervates,10.1016/j.bpj.2018.02.020,2017-06-19,"U of Chicago, Department of Physics; James Franck Institute; Institute for Biophysical Dynamics",['Biophysical Journal'],19
301,Modeling the Mechanism of CLN025Beta-Hairpin Formation,10.1063/1.4993207,2017-06-19,Stanford University,['The Journal of Chemical Physics'],12
302,Impact of fluorescent protein fusions on the bacterial flagellar motor,10.1038/s41598-017-11241-w,2017-06-20,"Single-molecule Biophysics Dept., Centre de Biochimie Stucturale, CNRS",['Sci Rep'],2
304,Mechanical mismatch between Ras transformed and untransformed epithelial cells.,10.1039/c7sm01396e,2017-06-20,University of Ottawa,['Soft Matter'],3
306,Molecular chaperones maximize the native state yield per unit time by driving substrates out of equilibrium,10.1073/pnas.1712962114,2017-06-21,University of Texas at Austin,['Proc Natl Acad Sci USA'],15
309,Modeling the Mechanism of CLN025Beta-Hairpin Formation,10.1063/1.4993207,2017-06-21,Stanford University,['The Journal of Chemical Physics'],12
312,Coupling of replisome movement with nucleosome dynamics can contribute to the parent-daughter information transfer,10.1093/nar/gky207,2017-06-23,"Dept. of Biosciences & Bioengineering, Indian Institute of Technology Bombay, Powai, Mumbai",[],0
313,Spatiotemporal relationships defining the adaptive gating of the bacterial mechanosensitive channel MscS,10.1007/s00249-018-1303-5,2017-06-23,"University of Maryland, College Park",['Eur Biophys J'],1
314,Distinct Solubility and Cytotoxicity Regimes of Paclitaxel-Loaded Cationic Liposomes at Low and High Drug Content Revealed by Kinetic Phase Behavior and Cancer Cell Viability Studies,10.1016/j.biomaterials.2017.08.026,2017-06-23,University of California at Santa Barbara,['Biomaterials'],14
316,Binding Thermodynamics and Kinetics Calculations Using Chemical Host and Guest: A Comprehensive Picture of Molecular Recognition,10.1021/acs.jctc.7b00899,2017-06-25,"UC, Riverside",['J. Chem. Theory Comput.'],10
318,Tuning transcriptional regulation through signaling: A predictive theory of allosteric induction,10.1016/j.cels.2018.02.004,2017-06-26,Caltech,['Cell Systems'],21
319,Cofilin Drives Rapid Turnover and Fluidization of Entangled F-actin,10.1073/pnas.1818808116,2017-06-26,University of Chicago,['Proc Natl Acad Sci USA'],2
320,48-spot single-molecule FRET setup with periodic acceptor excitation,10.1063/1.5000742,2017-06-26,UCLA,['The Journal of Chemical Physics'],8
321,Competition of Charge-Mediated and Specific Binding by Peptide-Tagged Cationic Liposome-DNA Nanoparticles In Vitro and In Vivo,10.1016/j.biomaterials.2018.02.052,2017-06-26,University of California at Santa Barbara,['Biomaterials'],19
322,Diffusion as a ruler: modeling kinesin diffusion as a length sensor for intraflagellar transport,10.1016/j.bpj.2017.11.3784,2017-06-27,UCSF,['Biophysical Journal'],15
323,Partial Unwinding of Transmembrane Helices Facilitates Alternating Access in the Neurotransmitter:Sodium Symporter LeuT,10.1126/sciadv.aar6179,2017-06-28,University of Copenhagen,['Sci. Adv.'],17
324,Diffusion as a ruler: modeling kinesin diffusion as a length sensor for intraflagellar transport,10.1016/j.bpj.2017.11.3784,2017-06-28,UCSF,['Biophysical Journal'],15
325,Both Lipopolysaccharide And Lipoteichoic Acids Potently Induce Anomalous Fibrin Amyloid Formation: Assessment With Novel Amytracker&trade; Stains,10.1098/rsif.2017.0941,2017-06-28,The University of Manchester,['J. R. Soc. Interface'],13
326,OpenMM 7: Rapid Development of High Performance Algorithms for Molecular Dynamics,10.1371/journal.pcbi.1005659,2017-06-28,Stanford University,['PLoS Comput Biol'],228
327,The role of traction in membrane curvature generation,10.1091/mbc.e18-02-0087,2017-06-29,University of California San Diego,['MBoC'],8
328,Pivot-and-bond model explains microtubule bundle formation,10.1103/PhysRevE.100.012403,2017-06-29,"Faculty of Science, University of Zagreb, Croatia",['Phys. Rev. E'],0
329,Activation and desensitization mechanism of AMPA receptor-TARP complex by cryo-EM,10.1016/j.cell.2017.07.045,2017-07-01,"Howard Hughes Medical Institute, Oregon Health & Science University",['Cell'],48
330,Transferable tICA-Metadynamics: Efficient sampling of protein mutants by transferring information from the wild type’s Markov state model,10.1021/acs.jpcb.7b06896,2017-07-02,Stanford University,['J. Phys. Chem. B'],9
331,NanoJ-SQUIRREL: quantitative mapping and minimisation of super-resolution optical imaging artefacts,10.1038/nmeth.4605,2017-07-02,University College London,['Nat Methods'],86
332,A Fluorogenic Array Tag for Temporally Unlimited Single Molecule Tracking,10.1038/s41589-019-0241-6,2017-07-03,Stanford University,['Nat Chem Biol'],4
333,Single-cell absolute contact probability detection reveals that chromosomes are organized by modulated stochasticity,10.1038/s41467-017-01962-x,2017-07-05,"Centre de Biochimie Structurale (CBS), INSERM, CNRS, Universite de Montpellier",['Nat Commun'],49
334,Activation and desensitization mechanism of AMPA receptor-TARP complex by cryo-EM,10.1016/j.cell.2017.07.045,2017-07-05,"Howard Hughes Medical Institute, Oregon Health & Science University",['Cell'],48
336,Pavement cells and the topology puzzle,10.1242/dev.157073,2017-07-07,John Innes Centre,['Development'],20
338,A computational modelling framework to quantify the effects of passaging cell lines,10.1371/journal.pone.0181941,2017-07-09,Queensland University of Technology,['PLoS ONE'],8
340,On the mechanism of long-range alignment order of fibroblasts,10.1073/pnas.1707210114,2017-07-10,"Center for Theoretical Biological Physics, Rice University",['Proc Natl Acad Sci USA'],12
341,Traction force screening enabled by compliant PDMS elastomers,10.1016/j.bpj.2018.02.045,2017-07-11,McGill University,['Biophysical Journal'],14
342,Immature HIV-1 Lattice Assembly Dynamics are Regulated by Scaffolding from Nucleic Acid and the Plasma Membrane,10.1073/pnas.1706600114,2017-07-13,University of Chicago,['Proc Natl Acad Sci USA'],23
343,HtrA1 activation is driven by an allosteric mechanism of inter-monomer communication,10.1038/s41598-017-14208-z,2017-07-14,F. Hoffmann-La Roche,['Sci Rep'],8
344,Mechanism of genome interrogation: How CRISPR RNA-guided Cas9 proteins locate specific targets on DNA,10.1016/j.bpj.2017.08.013,2017-07-14,"Rice University, Houston",['Biophysical Journal'],2
